name,version,description,author,license,categories,last_publish,days_since_publish,downloads_last_month,github_stars,package_size_kb,gzip_size_kb,npm_url,repository,homepage
lit,3.3.1,"A library for building fast, lightweight web components",Google LLC,BSD-3-Clause,"Build Tool, UI Component",2025-07-11,136,14691837,20778,"15,8","5,93",https://www.npmjs.com/package/lit,https://github.com/lit/lit,https://lit.dev/
goober,2.1.18,A less than 1KB css-in-js solution,Cristian,MIT,"Frontend Framework, UI Component",2025-10-03,52,14551098,3200,"2,63","1,36",https://www.npmjs.com/package/goober,https://github.com/cristianbote/goober,https://github.com/cristianbote/goober#readme
eslint-config-airbnb,19.0.4,"Airbnb's ESLint config, following our styleguide",Jake Teton-Landis,MIT,UI Component,2024-11-08,381,14337028,148000,"0,42","0,29",https://www.npmjs.com/package/eslint-config-airbnb,https://github.com/airbnb/javascript,https://github.com/airbnb/javascript
@nx/workspace,22.1.1,The Workspace plugin contains executors and generators that are useful for any Nx workspace. It should be present in every Nx workspace and other plugins build on it.,Victor Savkin,MIT,"Frontend Framework, Testing, Build Tool, CLI Tool, UI Component",2025-11-24,0,14270621,27600,274,0,https://www.npmjs.com/package/@nx/workspace,https://github.com/nrwl/nx,https://nx.dev
@headlessui/react,2.2.9,"A set of completely unstyled, fully accessible UI components for React, designed to integrate beautifully with Tailwind CSS.",Unknown,MIT,"Frontend Framework, UI Component",2025-09-25,60,14057091,28100,"203,08","59,76",https://www.npmjs.com/package/@headlessui/react,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui#readme
xss,1.0.15,Sanitize untrusted HTML (to prevent XSS) with a configuration specified by a Whitelist,Zongmin Lei,MIT,"Testing, Security, UI Component, Validation",2025-01-11,317,13857822,5300,"17,79","5,64",https://www.npmjs.com/package/xss,https://github.com/leizongmin/js-xss,https://github.com/leizongmin/js-xss
lottie-web,5.13.0,After Effects plugin for exporting animations to SVG + JavaScript or canvas + JavaScript,Unknown,MIT,General,2025-05-21,187,13530198,31500,"298,49","74,87",https://www.npmjs.com/package/lottie-web,https://github.com/airbnb/lottie-web,https://github.com/airbnb/lottie-web#readme
fastify,5.6.2,"Fast and low overhead web framework, for Node.js",Matteo Collina,MIT,"Web Framework, Validation",2025-11-09,15,13346992,35054,2690,0,https://www.npmjs.com/package/fastify,https://github.com/fastify/fastify,https://fastify.dev/
formik,2.4.9,"Build forms in React, without the tears",Jared Palmer,Apache-2.0,"Frontend Framework, Database/ORM, Build Tool, UI Component, Validation",2025-11-10,14,13328981,34300,"44,86","13,21",https://www.npmjs.com/package/formik,https://github.com/jaredpalmer/formik,https://formik.org
karma,6.4.4,Spectacular Test Runner for JavaScript.,Vojta Jína,MIT,Testing,2024-11-06,383,13025330,12000,"1016,07","373,79",https://www.npmjs.com/package/karma,https://github.com/karma-runner/karma,https://karma-runner.github.io/
uvu,0.5.6,uvu is an extremely fast and lightweight test runner for Node.js and the browser,Unknown,MIT,Testing,2022-07-03,1240,12946779,3000,"25,71","9,82",https://www.npmjs.com/package/uvu,https://github.com/lukeed/uvu,https://github.com/lukeed/uvu#readme
superstruct,2.0.2,A simple and composable way to validate data in JavaScript (and TypeScript).,Unknown,MIT,"Web Framework, Database/ORM, Validation",2024-07-27,485,12928659,7100,"11,7","3,44",https://www.npmjs.com/package/superstruct,https://github.com/ianstormtaylor/superstruct,https://github.com/ianstormtaylor/superstruct#readme
exceljs,4.4.0,Excel Workbook Manager - Read and Write xlsx and csv Files.,Guyon Roche,MIT,"Database/ORM, UI Component, Validation",2024-12-20,339,12430503,14900,"920,79","251,09",https://www.npmjs.com/package/exceljs,https://github.com/exceljs/exceljs,https://github.com/exceljs/exceljs#readme
fancy-log,2.0.0,"Log things, prefixed with a timestamp.",Gulp Team,MIT,CLI Tool,2024-04-04,599,12375205,122,"1,27","0,54",https://www.npmjs.com/package/fancy-log,https://github.com/gulpjs/fancy-log,https://github.com/gulpjs/fancy-log#readme
bcrypt,6.0.0,A bcrypt library for NodeJS.,Nick Campbell,MIT,Security,2025-10-16,39,12298042,7700,"6,96","2,36",https://www.npmjs.com/package/bcrypt,https://github.com/kelektiv/node.bcrypt.js,https://github.com/kelektiv/node.bcrypt.js#readme
node-schedule,2.1.1,A cron-like and not-cron-like job scheduler for Node.,Matt Patenaude,MIT,General,2025-10-13,42,11975692,9200,"107,84","31,25",https://www.npmjs.com/package/node-schedule,https://github.com/node-schedule/node-schedule,https://github.com/node-schedule/node-schedule#readme
typeorm,0.3.27,"Data-Mapper ORM for TypeScript and ES2021+. Supports MySQL/MariaDB, PostgreSQL, MS SQL Server, Oracle, SAP HANA, SQLite, MongoDB databases.",Umed Khudoiberdiev,MIT,Database/ORM,2025-11-24,0,11956287,36100,"652,61","139,79",https://www.npmjs.com/package/typeorm,https://github.com/typeorm/typeorm,https://typeorm.io
h3,2.0.1-rc.5,Minimal H(TTP) framework built for high performance and portability.,Unknown,MIT,"Database/ORM, UI Component",2025-10-27,28,11907411,5000,302,0,https://www.npmjs.com/package/h3,https://github.com/h3js/h3,https://h3.dev
express-session,1.18.2,Simple session middleware for Express,TJ Holowaychuk,MIT,Web Framework,2025-07-17,130,11638008,6400,"21,69","7,3",https://www.npmjs.com/package/express-session,https://github.com/expressjs/session,https://github.com/expressjs/session#readme
knex,3.1.0,"A batteries-included SQL query & schema builder for PostgresSQL, MySQL, CockroachDB, MSSQL and SQLite3",Tim Griesser,MIT,"Database/ORM, Build Tool, UI Component, Validation",2024-12-13,346,11573354,20100,"311,97","86,27",https://www.npmjs.com/package/knex,https://github.com/knex/knex,https://knex.github.io/documentation/
better-sqlite3,12.4.6,The fastest and simplest library for SQLite in Node.js.,Joshua Wise,MIT,"Database/ORM, Testing",2025-11-22,2,11265568,6700,"16,72","5,06",https://www.npmjs.com/package/better-sqlite3,https://github.com/WiseLibs/better-sqlite3,http://github.com/WiseLibs/better-sqlite3
pm2,6.0.13,Production process manager for Node.JS applications with a built-in load balancer.,Strzelewicz Alexandre,AGPL-3.0,"Web Framework, CLI Tool, Utility, UI Component, CMS",2025-09-22,63,10626846,42700,838,0,https://www.npmjs.com/package/pm2,https://github.com/Unitech/pm2,http://pm2.keymetrics.io/
xstate,5.24.0,Finite State Machines and Statecharts for the Modern Web.,David Khourshid,MIT,State Management,2025-11-03,21,10561209,29000,"45,24","13,67",https://www.npmjs.com/package/xstate,https://github.com/statelyai/xstate,https://github.com/statelyai/xstate/tree/main/packages/core#readme
drizzle-orm,0.44.7,Drizzle ORM package for SQL databases,Drizzle Team,Apache-2.0,"Database/ORM, State Management",2025-11-22,2,10429330,31400,"55,28","12,07",https://www.npmjs.com/package/drizzle-orm,https://github.com/drizzle-team/drizzle-orm,https://orm.drizzle.team
ulid,3.0.1,"A universally-unique, lexicographically-sortable, identifier generator",Alizain Feerasta,MIT,General,2025-06-08,169,10423224,3300,"5,04","2,02",https://www.npmjs.com/package/ulid,https://github.com/ulid/javascript,https://github.com/ulid/javascript#readme
bunyan,1.8.15,a JSON logging library for node.js services,Trent Mick,MIT,General,2025-06-28,149,10399092,7200,"15,71","5,58",https://www.npmjs.com/package/bunyan,https://github.com/trentm/node-bunyan,https://github.com/trentm/node-bunyan#readme
typedoc,0.28.14,Create api documentation for TypeScript projects.,Unknown,Apache-2.0,General,2025-10-11,44,10331065,8300,2150,0,https://www.npmjs.com/package/typedoc,https://github.com/TypeStrong/TypeDoc,https://typedoc.org
valibot,1.2.0,The modular and type safe schema library for validating structural data,Fabian Hiller,MIT,Validation,2025-11-24,0,10168111,8200,"84,09","12,53",https://www.npmjs.com/package/valibot,https://github.com/open-circle/valibot,https://valibot.dev
tsup,8.5.1,"Bundle your TypeScript library with no config, powered by esbuild",EGOIST,MIT,"Build Tool, UI Component",2025-11-12,12,10076788,11000,390,0,https://www.npmjs.com/package/tsup,https://github.com/egoist/tsup,https://tsup.egoist.dev/
cache-manager,7.2.5,Cache Manager for Node.js,Unknown,MIT,State Management,2025-11-16,8,10018011,1900,"17,4","4,96",https://www.npmjs.com/package/cache-manager,https://github.com/jaredwray/cacheable,https://github.com/jaredwray/cacheable#readme
pinia,3.0.4,"Intuitive, type safe and flexible Store for Vue",Eduardo San Martin Morote,MIT,"Frontend Framework, UI Component, State Management",2025-11-05,19,9848159,14300,"124,54","40,12",https://www.npmjs.com/package/pinia,https://github.com/vuejs/pinia,https://pinia.vuejs.org
react-chartjs-2,5.3.1,React components for Chart.js,Jeremy Ayerst,MIT,"Frontend Framework, UI Component",2025-10-27,28,9703314,6900,"2,82","1,05",https://www.npmjs.com/package/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2
react-helmet,6.1.0,A document head manager for React,NFL,MIT,"Frontend Framework, Security",2022-09-25,1156,9490287,17500,"16,68","5,9",https://www.npmjs.com/package/react-helmet,https://github.com/nfl/react-helmet,https://github.com/nfl/react-helmet#readme
@sendgrid/mail,8.1.6,Twilio SendGrid NodeJS mail service,Twilio SendGrid <help@twilio.com> (sendgrid.com),MIT,General,2025-09-19,66,9313671,3000,"66,69","21,79",https://www.npmjs.com/package/@sendgrid/mail,https://github.com/sendgrid/sendgrid-nodejs,https://sendgrid.com
next-auth,4.24.13,Authentication for Next.js,Iain Collins,ISC,"Frontend Framework, Full-stack Framework, Security",2025-10-29,26,9288596,27800,"283,04","82,53",https://www.npmjs.com/package/next-auth,https://github.com/nextauthjs/next-auth,https://authjs.dev
react-intl,7.1.14,"Internationalize React apps. This library provides React components and an API to format dates, numbers, and strings, including pluralization and handling translations.",Eric Ferraiuolo,BSD-3-Clause,"Frontend Framework, Database/ORM, UI Component",2025-10-09,46,9216649,14600,"64,03","18,23",https://www.npmjs.com/package/react-intl,ssh://git@github.com/formatjs/formatjs,https://formatjs.github.io/docs/react-intl
jotai,2.15.1,👻 Primitive and flexible state management for React,Daishi Kato,MIT,"Frontend Framework, State Management",2025-11-01,23,9168426,20800,"11,12","4,29",https://www.npmjs.com/package/jotai,https://github.com/pmndrs/jotai,https://github.com/pmndrs/jotai
sequelize,6.37.7,"Sequelize is a promise-based Node.js ORM tool for Postgres, MySQL, MariaDB, SQLite, Microsoft SQL Server, Amazon Redshift and Snowflake’s Data Cloud. It features solid transaction support, relations, eager and lazy loading, read replication and more.",Unknown,MIT,"Frontend Framework, Database/ORM, Utility",2025-11-04,20,9074258,30300,"1776,84",327,https://www.npmjs.com/package/sequelize,https://github.com/sequelize/sequelize,https://sequelize.org/
antd,6.0.0,An enterprise-class UI design language and React components implementation,Unknown,MIT,"Frontend Framework, UI Component",2025-11-22,2,9059223,96700,"1463,54","439,96",https://www.npmjs.com/package/antd,https://github.com/ant-design/ant-design,https://ant.design
signale,1.4.0,👋 Hackable console logger,Klaus Sinani,MIT,CLI Tool,2025-10-02,53,8984618,9000,"47,16","16,06",https://www.npmjs.com/package/signale,https://github.com/klaussinani/signale,https://github.com/klaussinani/signale#readme
mobx,6.15.0,"Simple, scalable state management.",Michel Weststrate,MIT,"Frontend Framework, UI Component, State Management",2025-09-26,59,8865708,28100,"63,65","17,56",https://www.npmjs.com/package/mobx,https://github.com/mobxjs/mobx,https://mobx.js.org/
pdf-lib,1.17.1,Create and modify PDF files with JavaScript,Andrew Dillon,MIT,General,2022-05-12,1292,8709782,8100,"459,51","179,07",https://www.npmjs.com/package/pdf-lib,https://github.com/Hopding/pdf-lib,https://pdf-lib.js.org/
jsdoc,4.0.5,An API documentation generator for JavaScript.,Michael Mathews,Apache-2.0,General,2025-10-08,47,8700312,15400,1470,0,https://www.npmjs.com/package/jsdoc,https://github.com/jsdoc/jsdoc,https://github.com/jsdoc/jsdoc#readme
svelte,5.43.15,Cybernetically enhanced web apps,Unknown,MIT,"Frontend Framework, UI Component",2025-11-24,0,8402627,84944,"0,17","0,14",https://www.npmjs.com/package/svelte,https://github.com/sveltejs/svelte,https://svelte.dev
semantic-release,25.0.2,Automated semver compliant package publishing,Stephan Bönnemann,MIT,Security,2025-11-07,17,8260516,23000,297,0,https://www.npmjs.com/package/semantic-release,https://github.com/semantic-release/semantic-release,https://github.com/semantic-release/semantic-release#readme
bullmq,5.64.1,Queue for messages and jobs based on Redis,Taskforce.sh Inc.,MIT,General,2025-11-21,3,8253860,7900,"676,5","154,83",https://www.npmjs.com/package/bullmq,https://github.com/taskforcesh/bullmq,https://bullmq.io/
vue-i18n,11.2.1,Internationalization plugin for Vue.js,kazuya kawaguchi,MIT,Frontend Framework,2025-11-22,2,7904586,2600,"75,92","23,37",https://www.npmjs.com/package/vue-i18n,https://github.com/intlify/vue-i18n,https://github.com/intlify/vue-i18n/tree/master/packages/vue-i18n#readme
webdriverio,9.20.1,Next-gen browser and mobile automation test framework for Node.js,Christian Bromann <mail@bromann.dev>,MIT,"Full-stack Framework, Testing",2025-11-18,6,7862552,9700,1380,0,https://www.npmjs.com/package/webdriverio,https://github.com/webdriverio/webdriverio,https://webdriver.io
pug,3.0.3,"A clean, whitespace-sensitive template language for writing HTML",TJ Holowaychuk,MIT,General,2025-05-18,190,7799391,21800,785,"185,52",https://www.npmjs.com/package/pug,https://github.com/pugjs/pug/tree/master/packages/pug,https://pugjs.org
passport-jwt,4.0.1,Passport authentication strategy using JSON Web Tokens,Mike Nicholson,MIT,Security,2025-01-10,318,7764928,2000,"55,15","16,18",https://www.npmjs.com/package/passport-jwt,https://github.com/mikenicholson/passport-jwt,https://github.com/mikenicholson/passport-jwt
node-cron,4.2.1,A Lightweight Task Scheduler for Node.js,Lucas Merencia,ISC,General,2025-07-10,137,7698824,3200,"20,56","6,06",https://www.npmjs.com/package/node-cron,https://github.com/merencia/node-cron,https://github.com/merencia/node-cron
csv-parser,3.2.0,Streaming CSV parser that aims for maximum speed as well as compatibility with the csv-spectrum test suite,mafintosh,MIT,"Testing, UI Component",2025-01-29,299,7662614,1500,"3,73","1,57",https://www.npmjs.com/package/csv-parser,https://github.com/mafintosh/csv-parser,https://github.com/mafintosh/csv-parser
humanize-duration,3.33.1,Convert millisecond durations to English and many other languages.,Evan Hahn,Unlicense,General,2025-09-15,70,7651886,1700,"18,25","6,34",https://www.npmjs.com/package/humanize-duration,https://github.com/EvanHahn/HumanizeDuration.js,https://github.com/EvanHahn/HumanizeDuration.js
sqlite3,5.1.7,"Asynchronous, non-blocking SQLite3 bindings",Mapbox,BSD-3-Clause,Database/ORM,2024-02-11,652,7316701,6400,"6,35","2,39",https://www.npmjs.com/package/sqlite3,https://github.com/TryGhost/node-sqlite3,https://github.com/TryGhost/node-sqlite3
io-ts,2.2.22,TypeScript runtime type system for IO decoding/encoding,Giulio Canti,MIT,Validation,2024-12-10,349,7305844,6800,"20,3","5,19",https://www.npmjs.com/package/io-ts,https://github.com/gcanti/io-ts,https://github.com/gcanti/io-ts
ink,6.5.1,React for CLI,Vadim Demedes,MIT,"Frontend Framework, CLI Tool, UI Component, State Management",2025-11-19,5,7136823,32900,344,0,https://www.npmjs.com/package/ink,https://github.com/vadimdemedes/ink,https://github.com/vadimdemedes/ink#readme
highcharts,12.4.0,JavaScript charting framework,Highsoft AS,https://www.highcharts.com/license,Build Tool,2025-09-08,77,6883414,235,"272,53","99,21",https://www.npmjs.com/package/highcharts,https://github.com/highcharts/highcharts-dist,http://www.highcharts.com
format.js,0.0.0,String Formatting for JavaScript,Michael J. Ryan,MIT,"Database/ORM, UI Component",2022-06-18,1255,15,0,"2,11","0,88",https://www.npmjs.com/package/format.js,https://github.com/tracker1/format.js,N/A
pdf-parse,2.4.5,"Pure TypeScript, cross-platform module for extracting text, images, and tabular data from PDFs. Run directly in your browser or in Node!",Mehmet Kozan,Apache-2.0,"Database/ORM, Utility, UI Component",2025-10-29,26,6531192,87,"471,2","138,22",https://www.npmjs.com/package/pdf-parse,https://github.com/mehmet-kozan/pdf-parse,https://mehmet-kozan.github.io/pdf-parse/
jasmine,5.12.0,"CLI for Jasmine, a simple JavaScript testing framework for browsers and Node",Unknown,MIT,"Testing, CLI Tool",2025-11-16,8,6358543,380,"211,89","59,2",https://www.npmjs.com/package/jasmine,https://github.com/jasmine/jasmine-npm,http://jasmine.github.io/
env-cmd,11.0.0,Executes a command using the environment variables in an env file,Todd Bluhm,MIT,CLI Tool,2025-08-23,93,6236046,1800,"55,2",0,https://www.npmjs.com/package/env-cmd,ssh://git@github.com/toddbluhm/env-cmd,https://github.com/toddbluhm/env-cmd#readme
@changesets/cli,2.29.7,Organise your package versioning and publishing to make both contributors and maintainers happy,Changesets Contributors,MIT,CLI Tool,2025-10-30,25,6185687,11000,"1279,14","446,43",https://www.npmjs.com/package/@changesets/cli,https://github.com/changesets/changesets#main,https://github.com/changesets/changesets/tree/main#readme
lerna,9.0.1,"Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository",Sebastian McKenzie,MIT,"Build Tool, UI Component",2025-11-14,10,6169290,36000,8450,0,https://www.npmjs.com/package/lerna,https://github.com/lerna/lerna,https://lerna.js.org
popmotion,11.0.5,The animator's toolbox,Matt Perry,MIT,"Utility, UI Component",2022-08-15,1197,6145565,20200,"25,79","9,96",https://www.npmjs.com/package/popmotion,https://github.com/Popmotion/popmotion/tree/master/packages/popmotion,https://popmotion.io/
@apollo/server,5.2.0,Core engine for Apollo GraphQL server,Apollo,MIT,API Framework,2025-11-21,3,6114611,13925,"159,06","45,04",https://www.npmjs.com/package/@apollo/server,https://github.com/apollographql/apollo-server,https://github.com/apollographql/apollo-server#readme
echarts,6.0.0,"Apache ECharts is a powerful, interactive charting and data visualization library for browser",Unknown,Apache-2.0,General,2025-07-30,117,6071344,65099,"1101,38","355,57",https://www.npmjs.com/package/echarts,https://github.com/apache/echarts,https://echarts.apache.org
passport-local,1.0.0,Local username and password authentication strategy for Passport.,Jared Hanson,N/A,Security,2023-05-20,919,6036673,2800,"1,44","0,66",https://www.npmjs.com/package/passport-local,https://github.com/jaredhanson/passport-local,N/A
nunjucks,3.2.4,"A powerful templating engine with inheritance, asynchronous control, and more (jinja2 inspired)",James Long,BSD-2-Clause,General,2023-04-13,956,5978541,8800,"92,35","25,82",https://www.npmjs.com/package/nunjucks,https://github.com/mozilla/nunjucks,https://github.com/mozilla/nunjucks#readme
rate-limiter-flexible,8.3.0,"Node.js atomic and non-atomic counters, rate limiting tools, protection from DoS and brute-force attacks at scale",animir,ISC,"Web Framework, Database/ORM, Security, Utility",2025-11-23,1,5675189,3400,"67,76","15,08",https://www.npmjs.com/package/rate-limiter-flexible,https://github.com/animir/node-rate-limiter-flexible,https://github.com/animir/node-rate-limiter-flexible#readme
redux-saga,1.4.2,Saga middleware for Redux to handle Side Effects,Yassine ELOUAFI,MIT,State Management,2025-10-21,34,5583257,22500,"13,06","4,98",https://www.npmjs.com/package/redux-saga,https://github.com/redux-saga/redux-saga#main,https://redux-saga.js.org/
eta,4.4.1,"Lightweight, fast, and powerful embedded JS template engine",Ben Gubler,MIT,General,2025-11-13,11,5550605,1600,"8,43","3,18",https://www.npmjs.com/package/eta,https://github.com/bgub/eta,https://eta.js.org
kysely,0.28.8,Type safe SQL query builder,Sami Koskimäki,MIT,"Database/ORM, Build Tool, UI Component",2025-10-09,46,5428066,13000,"182,09","36,54",https://www.npmjs.com/package/kysely,https://github.com/kysely-org/kysely,https://kysely.dev
tiny-glob,0.2.9,Tiny and extremely fast globbing,Terkel Gjervig,MIT,General,2023-07-10,868,5368429,853,"4,22","1,91",https://www.npmjs.com/package/tiny-glob,https://github.com/terkelg/tiny-glob,https://github.com/terkelg/tiny-glob#readme
express-validator,7.3.1,Express middleware for the validator module.,Christoph Tavan,MIT,"Web Framework, Validation",2025-11-19,5,5286911,6200,"221,36","68,58",https://www.npmjs.com/package/express-validator,https://github.com/express-validator/express-validator,https://express-validator.github.io
@auth/core,0.34.3,Authentication for the Web.,Balázs Orbán,ISC,Security,2025-10-29,26,5219211,27800,"141,05","41,62",https://www.npmjs.com/package/@auth/core,https://github.com/nextauthjs/next-auth,https://authjs.dev
react-bootstrap,2.10.10,Bootstrap 5 components built with React,Stephen J. Collings,MIT,"Frontend Framework, UI Component",2025-09-22,63,5153262,22600,"123,16","38,56",https://www.npmjs.com/package/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,https://react-bootstrap.github.io/
pdfkit,0.17.2,A PDF generation library for Node.js,Devon Govett,MIT,General,2025-08-30,86,5087548,10500,"575,02","220,21",https://www.npmjs.com/package/pdfkit,https://github.com/foliojs/pdfkit,http://pdfkit.org/
apexcharts,5.3.6,A JavaScript Chart Library,Unknown,SEE LICENSE IN LICENSE,General,2025-11-03,21,5010933,15000,"566,61","150,92",https://www.npmjs.com/package/apexcharts,https://github.com/apexcharts/apexcharts.js,https://apexcharts.com
micro,10.0.1,Asynchronous HTTP microservices,Unknown,MIT,General,2024-08-21,460,4989095,10617,"272,54","153,97",https://www.npmjs.com/package/micro,https://github.com/vercel/micro,https://github.com/vercel/micro#readme
json2csv,6.0.0-alpha.2,Convert JSON to CSV,Mirco Zeiss,MIT,General,2023-01-21,1038,4964751,2700,"37,11","10,09",https://www.npmjs.com/package/json2csv,https://github.com/zemirco/json2csv,http://zemirco.github.io/json2csv
gsap,3.13.0,"GSAP is a framework-agnostic JavaScript animation library that turns developers into animation superheroes. Build high-performance animations that work in **every** major browser. Animate CSS, SVG, canvas, React, Vue, WebGL, colors, strings, motion paths,",Unknown,Standard 'no charge' license: https://gsap.com/standard-license.,"Frontend Framework, Database/ORM, Build Tool, UI Component",2025-06-09,168,4835372,23300,"68,94","26,6",https://www.npmjs.com/package/gsap,https://github.com/greensock/GSAP,https://gsap.com
bull,4.16.5,Job manager,OptimalBits,MIT,General,2024-12-18,341,4683445,16200,"448,08","135,89",https://www.npmjs.com/package/bull,https://github.com/OptimalBits/bull,https://github.com/OptimalBits/bull#readme
next-intl,4.5.5,Internationalization (i18n) for Next.js,Jan Amann <jan@amann.work>,MIT,"Frontend Framework, Full-stack Framework, Database/ORM, UI Component",2025-11-19,5,4575010,3900,"1,52","0,54",https://www.npmjs.com/package/next-intl,https://github.com/amannn/next-intl,https://next-intl.dev
@nrwl/workspace,19.8.4,The Workspace plugin contains executors and generators that are useful for any Nx workspace. It should be present in every Nx workspace and other plugins build on it.,Victor Savkin,MIT,"Frontend Framework, Testing, Build Tool, CLI Tool, UI Component",2025-08-27,89,4525347,27600,"4,26",0,https://www.npmjs.com/package/@nrwl/workspace,https://github.com/nrwl/nx,https://nx.dev
pdfmake,0.2.20,Client/server side PDF printing in pure JavaScript,Bartek Pampuch,MIT,CLI Tool,2025-05-09,199,4375802,12200,"1300,64","552,4",https://www.npmjs.com/package/pdfmake,https://github.com/bpampuch/pdfmake,http://pdfmake.org
solid-js,1.9.10,A declarative JavaScript library for building user interfaces.,Ryan Carniato,MIT,"Frontend Framework, Database/ORM, Build Tool, UI Component",2025-10-27,28,4356679,34627,"11,91","3,96",https://www.npmjs.com/package/solid-js,https://github.com/solidjs/solid,https://solidjs.com
